Genes	ctrl_1	ctrl_2	ctrl_3	ctrl_4	ctrl_5	trt_1	trt_2	trt_3	trt_4	trt_5
AHDC1	860	998	1733	3394	2353	491	382	214	365	415
AHI1	270	304	566	669	231	671	462	303	900	209
AHNAK	1195	3134	572	492	1033	847	760	1249	1068	898
AHNAK2	184	265	152	160	265	275	271	212	490	369
AHR	233	106	61	116	206	24	60	22	25	12
AHRR	1783	752	438	679	1062	1710	1781	683	1632	1739
AHSA1	905	1253	846	1323	1897	1314	1161	2068	2296	862
AHSG	4233	2674	477	1181	2298	1621	1600	2015	3126	953
AHSP	326	692	385	164	1090	378	254	533	891	554
AICDA	53	72	56	78	47	22	66	27	96	28
AIDA	695	528	299	1005	944	1326	1544	1977	1511	333
AIF1	68	142	59	34	42	66	54	164	53	53
AIF1L	127	511	206	237	240	125	78	213	294	554
AIFM1	817	480	1120	671	876	1758	1284	339	1702	534
AIFM2	484	573	862	1104	1893	93	1078	1399	1508	711
AIFM3	513	338	636	477	471	1782	467	685	926	315
AIG1	990	1980	1717	483	1699	2021	636	1364	1333	2493
AIM2	225	195	65	474	175	137	130	112	97	71
AIMP1	286	142	396	604	858	274	267	244	233	345
AIMP2	1138	997	1540	867	341	1636	2069	1239	1714	883
AIP	328	172	822	457	192	706	335	391	231	259
AIPL1	381	566	297	544	1038	1470	806	1206	378	477
AIRE	74	42	89	154	250	195	253	160	312	220
AJAP1	1172	1555	1420	288	2024	386	832	483	842	866
AJM1	664	156	395	252	736	312	480	126	709	266
AJUBA	363	200	378	463	362	272	157	445	264	157
AK1	2009	401	859	1716	1148	6606	3859	5765	11684	9004
AK2	1136	1265	2121	719	1359	1383	1630	3920	902	1882
AK3	333	57	156	299	78	45	288	153	166	99
AK4	1316	138	1126	918	737	793	513	361	1261	811
AK5	1762	878	1262	3556	2358	4350	2220	11575	6139	3871
AK6	476	1796	1154	1324	835	1236	845	957	1566	1780
AK7	1490	469	1643	870	1038	1703	372	598	549	1859
AK8	405	345	635	532	144	318	109	188	818	317
AK9	1690	1386	1504	1475	2238	1367	1071	2419	1593	414
AKAIN1	126	1228	916	1597	645	943	1493	281	1587	629
AKAP1	770	130	1118	1169	644	654	354	726	771	1377
AKAP10	1605	2832	1247	3040	3987	2186	665	993	2807	2062
AKAP11	977	258	1073	1227	1668	1477	925	701	507	1092
AKAP12	1373	1513	3088	1039	667	1640	392	1170	1633	553
AKAP13	1253	2583	1749	606	713	1295	706	1482	2798	654
AKAP14	2604	793	2011	1231	1544	791	429	1573	925	1303
AKAP17A	367	56	105	198	243	515	590	343	443	209
AKAP2	1493	672	1657	1558	1023	6804	8294	6083	4361	1649
AKAP3	306	207	581	493	101	195	203	238	498	163
AKAP4	2617	1757	1083	920	3951	1831	2169	736	1246	1665
AKAP5	1578	1878	4946	2780	437	1484	1516	2507	980	2080
AKAP6	1080	738	157	615	153	448	956	752	663	657
AKAP7	1412	168	972	838	619	1147	925	1390	663	190
AKAP8	123	139	172	331	83	137	58	366	221	177
AKAP8L	70	67	51	45	94	35	160	101	106	199
AKAP9	1818	692	1506	2005	754	3564	384	1447	1378	1740
AKIP1	249	665	330	258	186	112	409	187	20	466
AKIRIN1	873	694	562	965	910	1647	2024	3637	2793	4078
AKIRIN2	1308	2781	730	1803	1330	1919	2179	1106	1121	1134
AKNA	1283	2703	2066	4970	2919	1294	254	1941	1854	2023
AKNAD1	1488	1486	1431	891	1216	1379	946	298	346	277
AKR1A1	904	305	737	260	641	508	890	1116	1371	1287
AKR1B1	1112	1515	543	2834	1054	362	1839	1206	1454	1488
AKR1B10	1726	1686	2959	1361	1694	1366	2947	729	1079	1625
AKR1B15	1540	1909	2480	387	990	263	345	1296	1158	1279
AKR1C1	1560	487	698	548	1688	3827	2976	6403	5956	3094
AKR1C2	115	100	155	76	122	68	72	78	37	76
AKR1C3	162	340	134	87	174	167	423	136	270	695
AKR1C4	1209	1282	1166	971	533	954	1791	978	684	834
AKR1D1	979	2701	2104	1595	1617	1261	2061	1124	1289	2759
AKR1E2	736	428	3336	703	1716	2513	1634	902	1832	1759
AKR7A2	4292	3040	2114	1798	1779	2151	1648	2387	3494	3771
AKR7A3	2002	931	1383	1898	557	1084	1035	1567	474	211
AKR7L	2114	839	1237	1501	444	3202	865	1018	1036	1488
AKT1	1741	1030	1114	1953	2331	611	1755	1280	624	1707
AKT1S1	871	1533	310	1213	832	266	498	1383	3069	498
AKT2	875	254	965	1020	871	346	1196	526	420	243
AKT3	548	459	1467	199	1080	954	525	1202	1431	1382
AKTIP	2237	2902	391	1660	2411	3243	1352	726	1906	1278
ALAD	388	737	67	679	237	217	193	205	128	109
ALAS1	1755	991	1560	1648	1585	1419	427	848	6873	394
ALAS2	609	492	211	352	154	772	675	464	248	260
ALB	594	1557	1066	329	3353	1371	1527	1488	1371	3864
ALCAM	1029	1040	1715	1005	552	507	1733	970	532	1110
ALDH16A1	2269	1267	497	639	1367	1304	2620	1138	959	1210
ALDH18A1	787	377	1208	577	1202	566	391	1045	1074	61
ALDH1A1	1350	2496	1551	974	345	872	1837	1388	1730	1102
ALDH1A2	304	2007	508	2841	1479	1433	2388	662	1353	1077
ALDH1A3	540	316	1723	667	556	435	432	789	344	460
ALDH1B1	675	832	2552	1864	1596	1847	1749	2108	2487	438
ALDH1L1	805	513	422	347	506	138	144	88	54	139
ALDH1L2	284	993	347	1313	1731	521	666	120	1234	524
ALDH2	1251	267	979	1500	1223	564	1789	912	363	637
ALDH3A1	464	407	2554	328	2678	529	398	1236	738	935
ALDH3A2	326	853	1889	499	500	102	1182	680	1148	1826
ALDH3B1	137	843	1952	1636	1410	1323	1710	872	1793	2769
ALDH3B2	405	898	694	277	684	611	341	1273	458	690
ALDH4A1	1250	803	1295	236	516	249	298	366	648	177
ALDH5A1	3066	2856	2041	1371	2398	1446	2088	829	1245	1883
ALDH6A1	628	1105	1787	1428	1507	1429	822	1547	459	1413
ALDH7A1	1798	741	1628	541	3961	1131	2810	826	1548	980
ALDH8A1	303	442	287	507	728	119	407	358	234	520
ALDH9A1	299	295	305	568	225	483	164	459	249	432
ALDOA	2184	2130	1170	1033	1522	1594	2306	3006	1822	576
ALDOB	513	1521	540	520	746	1101	635	2863	1152	1030
ALDOC	779	229	460	209	219	266	297	259	139	783
ALG1	689	568	1289	699	543	774	753	318	911	151
ALG10	2230	1878	1947	1891	1543	1856	653	2294	1879	803
ALG10B	488	820	683	1030	1522	842	1078	1328	1047	714
ALG11	2433	1328	2505	648	1809	1570	657	743	4539	325
ALG12	743	562	550	202	764	112	217	103	79	129
ALG13	422	1164	333	563	427	676	1625	175	308	847
ALG14	1876	1688	2759	726	1508	272	1113	2131	140	1050
ALG1L	353	540	192	485	263	693	293	1972	788	503
ALG1L2	602	1447	474	672	694	58	182	391	277	431
ALG2	2686	943	1092	3308	2308	4123	5817	8374	7640	7086
ALG3	462	796	621	653	797	1243	561	957	572	325
ALG5	438	201	743	1643	864	300	1174	269	1482	552
ALG6	5917	414	1112	421	251	903	1207	1065	915	1053
ALG8	1487	2822	1053	423	838	674	489	729	479	1474
ALG9	874	168	1690	943	516	2332	828	956	945	727
ALK	142	712	614	980	714	583	680	1189	709	681
ALKAL1	962	676	653	742	975	518	922	1007	1459	880
ALKAL2	845	2037	1310	310	1544	2615	12850	790	2936	2360
ALKBH1	1934	1757	2229	650	1138	337	277	570	298	612
ALKBH2	55	150	161	382	207	61	266	197	193	165
ALKBH3	3193	2253	2254	1167	1913	890	967	1249	981	494
ALKBH4	1592	1806	2108	1829	1356	1103	3092	232	1078	3317
ALKBH5	1401	1228	2059	1429	1707	426	1245	1713	944	1059
ALKBH6	1554	2042	393	1380	388	10042	8663	6532	1389	7250
ALKBH7	493	1645	1100	1064	2274	2164	694	325	1639	855
ALKBH8	432	3130	1023	1733	1308	1251	460	1153	1170	2258
ALLC	1526	3483	3151	1979	1785	2312	1532	1778	1762	1198
ALMS1	170	512	244	57	532	64	43	147	82	155
ALOX12	580	555	835	817	380	906	701	1060	1412	1196
ALOX12B	1727	515	1057	811	469	939	509	1128	485	1391
ALOX15	526	902	196	1063	985	2045	1272	921	321	436
ALOX15B	281	267	658	283	197	91	34	30	84	49
ALOX5	1947	3638	1380	1813	3270	874	540	3235	2710	2883
ALOX5AP	34	135	316	77	153	63	20	35	47	8
ALOXE3	1278	1796	935	446	421	1483	1120	1561	980	457
ALPG	1102	1611	727	1463	946	1514	2945	1435	363	1521
ALPI	141	98	462	572	319	55	310	616	421	590
ALPK1	1508	3651	2713	1008	1803	2783	451	1304	1763	1730
ALPK2	1809	414	1180	2268	1217	1090	615	947	682	2747
ALPK3	320	1554	1497	966	2187	945	1005	239	1509	1544
ALPL	648	1033	457	411	734	546	1744	651	1041	1098
ALPP	413	254	273	470	240	578	687	828	724	770
ALS2	2319	1806	947	2032	985	570	603	2557	946	2085
ALS2CL	324	185	403	84	302	203	493	332	15	823
ALS2CR12	981	1371	1075	1160	1236	621	1405	911	1016	690
ALX1	1697	1024	1610	1952	2908	858	937	1302	3349	483
ALX3	561	871	120	1089	507	557	444	565	293	1030
ALX4	2736	1591	1149	5446	1979	690	1701	927	3296	1766
ALYREF	133	170	81	160	137	67	174	189	17	63
AMACR	753	2201	2802	1887	3523	2883	2093	1184	1614	1209
AMBN	187	142	183	59	341	519	345	99	256	409
AMBP	493	1037	2551	1217	1074	2471	858	224	1739	1113
AMBRA1	480	125	271	436	2115	335	160	464	726	480
AMD1	1323	2669	998	929	1079	1661	1016	1033	1220	832
AMDHD1	997	293	1897	1170	914	515	760	1096	1083	1852
AMDHD2	152	240	163	112	265	68	442	59	654	48
AMELX	1870	1423	938	1383	2865	337	1131	1392	675	2051
AMELY	944	458	749	950	1332	714	405	345	638	890
AMER1	565	517	1336	1728	2221	1148	1239	1678	1395	1473
AMER2	2258	2408	2485	3027	1515	1667	1540	1097	714	843
AMER3	1319	271	1812	1445	882	524	268	788	268	905
AMFR	823	666	435	510	918	899	291	764	167	1171
AMH	109	72	113	121	41	289	299	477	207	317
AMHR2	490	1535	575	1533	447	1952	519	1101	1572	666
AMIGO1	1773	904	979	1209	452	5994	1839	6209	5333	4639
AMIGO2	376	400	1283	565	345	1273	1790	3331	6998	3064
AMIGO3	265	553	348	528	252	238	297	364	247	137
AMMECR1	427	396	468	534	154	733	840	679	1734	554
AMMECR1L	1360	3954	4584	2313	1784	1647	1012	720	2839	1421
AMN	634	640	525	779	276	641	773	650	142	280
AMN1	774	454	2309	353	2568	2945	965	874	1229	1793
AMOT	3414	1303	781	1950	1468	1554	2331	757	2276	3278
AMOTL1	743	599	1060	2159	1426	2818	3711	4343	975	1028
AMOTL2	1087	434	829	596	528	718	817	605	377	299
AMPD1	1060	607	423	1346	175	842	1334	879	947	505
AMPD2	633	2090	1555	2633	1086	3407	815	3001	672	1397
AMPD3	42	86	98	44	30	36	59	15	121	63
AMPH	408	1518	399	1299	927	764	2231	626	447	1566
AMT	454	426	157	266	343	123	67	148	31	49
AMTN	931	1028	34	631	1490	1361	710	1687	354	190
AMY1A	439	1223	1575	661	471	1258	453	980	750	987
AMY1B	1299	976	730	2346	2486	1166	638	2124	1878	566
AMY1C	202	212	282	278	58	168	137	166	113	327
AMY2A	1888	849	1482	1205	945	367	347	763	583	1107
AMY2B	2133	672	846	555	2773	892	3614	1301	2315	947
AMZ1	1176	962	699	602	964	1404	1097	1143	580	988
AMZ2	386	1492	2402	2232	1381	470	2989	1526	2048	1645
ANAPC1	1833	1033	1113	1220	1366	1183	883	708	832	1113
ANAPC10	3354	1446	1818	2819	892	289	390	205	401	428
ANAPC11	775	910	2082	1316	142	328	1885	486	816	1294
ANAPC13	1141	1004	1085	1346	2320	973	1257	409	2362	795
ANAPC15	1198	684	2328	1632	1702	1110	731	1267	502	1327
ANAPC16	914	669	372	413	670	407	441	981	404	580
ANAPC2	206	103	94	423	331	308	125	96	90	103
ANAPC4	2900	2293	645	1211	757	2431	986	968	1993	884
ANAPC5	1902	2490	515	1129	2679	792	1503	1892	1031	624
ANAPC7	3099	2760	1465	2540	1724	450	133	373	203	418
ANG	3256	1722	2075	1531	755	1784	2493	644	1975	2247
ANGEL1	492	1010	512	471	208	1139	1462	379	222	1171
ANGEL2	688	1661	1466	831	679	754	396	1000	106	637
ANGPT1	1517	1574	924	1031	1997	609	763	765	1722	753
ANGPT2	425	682	805	415	638	721	964	482	219	904
ANGPT4	134	1235	1956	484	2139	920	3843	833	1474	1587
ANGPTL1	842	2526	405	1454	2213	3787	2546	1092	797	2258
ANGPTL2	1154	855	687	515	586	754	480	599	389	1366
ANGPTL3	240	99	117	93	70	120	184	155	116	252
ANGPTL4	65	1307	1130	176	1248	678	561	210	677	192
ANGPTL5	669	489	81	772	730	446	1180	774	614	733
ANGPTL6	2522	739	1095	838	439	1415	1558	3770	542	1698
ANGPTL7	324	32	111	193	384	728	438	624	1572	707
ANGPTL8	2449	2648	2298	2557	1646	546	1378	2010	1484	1853
ANHX	1737	1118	521	868	1308	1145	3366	1371	460	1058
ANK1	641	498	2438	1666	608	790	1961	1845	2686	1139
ANK2	977	807	1128	251	1647	1290	1011	613	453	770
ANK3	2670	1051	1337	586	2268	6099	5958	3173	4075	3342
ANKAR	1535	1588	195	1127	1843	1212	1222	1382	1691	570
ANKDD1A	752	1858	805	798	3150	344	2106	1488	569	1431
ANKDD1B	748	1660	1441	316	685	877	250	1219	1086	612
ANKEF1	1313	554	2199	921	473	1746	820	633	640	749
ANKFN1	376	2026	693	1476	2660	890	2979	831	597	2333
ANKFY1	326	104	361	302	136	311	189	356	381	338
ANKH	529	582	1147	1311	1216	290	1389	228	942	1090
ANKHD1	3414	2243	2717	2524	1745	3701	348	2132	1042	1582
ANKHD1-EIF4EBP3	40	109	25	111	210	79	43	35	72	71
ANKIB1	845	192	1360	506	572	105	39	132	114	231
ANKK1	425	113	190	515	862	242	218	312	318	994
ANKLE1	1921	1689	2870	955	1546	1277	2840	790	1131	246
ANKLE2	375	88	193	56	176	249	73	153	261	76
ANKMY1	3994	813	1462	895	1135	1092	424	1285	769	2291
ANKMY2	357	109	52	236	199	411	178	122	125	196
ANKRA2	157	524	250	186	134	380	525	201	43	234
ANKRD1	1217	818	506	1063	1645	2154	924	1659	905	1426
ANKRD10	403	504	630	834	443	530	637	1404	1099	554
ANKRD11	3724	539	2500	4923	1065	2616	2079	168	1955	3126
ANKRD12	24	81	93	92	152	64	209	208	59	42
ANKRD13A	1070	1268	267	958	1817	1156	558	1772	1122	216
ANKRD13B	318	208	93	672	433	481	242	520	408	403
ANKRD13C	516	693	106	432	640	397	556	1224	828	970
ANKRD13D	3081	3589	2305	1988	651	1029	2828	2181	1700	2675
ANKRD16	1964	1411	855	2554	1367	2245	2033	950	607	3032
ANKRD17	147	318	95	79	112	141	113	280	28	247
ANKRD18A	1201	780	443	787	1990	517	751	408	751	543
ANKRD18B	619	747	4883	1273	2033	514	1218	833	2779	756
ANKRD2	264	514	392	213	588	144	806	566	421	482
ANKRD20A1	408	387	237	395	159	297	173	237	188	122
ANKRD20A2	4378	1466	2883	1963	1756	2602	2833	1702	6054	1426
ANKRD20A3	3305	1717	966	2821	1499	2849	2980	171	2881	268
ANKRD20A4	769	2043	2175	2671	1996	2185	845	1438	2538	790
ANKRD22	2738	3208	1386	3271	2256	681	3122	793	2500	1277
ANKRD23	1844	2129	547	345	948	1180	926	1771	1540	811
ANKRD24	186	807	798	594	17	371	1064	841	1184	112
ANKRD26	489	592	773	333	445	310	749	160	126	645
ANKRD27	26	96	234	43	212	270	341	291	309	340
ANKRD28	1104	437	1004	2291	1050	1786	945	692	1704	1225
ANKRD29	1036	1405	1371	1147	199	9658	4666	5186	6976	2316
ANKRD30A	2312	3209	1814	823	100	1762	1400	470	3533	3963
ANKRD30B	4071	1953	1005	2635	1868	3120	3276	3462	1787	770
ANKRD30BL	2992	1651	222	2902	1726	4943	2611	2217	671	2553
ANKRD31	1044	1324	1553	3699	1195	1509	2923	1758	2268	2558
ANKRD33	686	307	544	245	185	634	699	849	599	439
ANKRD33B	1727	3238	2966	1038	2594	1580	942	297	2862	3269
ANKRD34A	1998	1192	1592	841	2308	785	955	1520	1200	1619
ANKRD34B	991	285	233	118	1201	622	885	936	308	226
ANKRD34C	1106	1135	3430	908	2482	2312	1177	1616	1811	3957
ANKRD35	5205	834	3038	920	2625	549	2707	701	1938	1657
ANKRD36	379	608	382	215	431	481	236	95	120	181
ANKRD36B	126	69	79	32	154	193	169	118	129	102
ANKRD36C	923	1426	2203	994	1190	1703	1819	1880	510	2472
ANKRD37	553	1830	213	1339	874	1046	2343	1377	1323	2216
ANKRD39	2021	944	921	970	3252	874	3511	2134	3590	1780
ANKRD40	494	394	600	713	644	227	721	342	947	435
ANKRD40CL	234	268	364	210	80	71	331	254	180	166
ANKRD42	359	389	638	866	256	450	906	1175	603	332
ANKRD44	88	120	183	191	57	45	40	75	168	95
ANKRD45	144	35	66	119	129	267	202	315	1172	711
ANKRD46	3627	1187	935	1837	2778	760	915	2095	335	2110
ANKRD49	745	739	613	346	809	2313	3416	2460	5544	1565
ANKRD50	1218	653	723	506	249	937	841	956	313	590
ANKRD52	89	72	111	40	49	149	139	125	29	96
ANKRD53	185	354	514	246	531	583	265	414	1563	294
ANKRD54	2303	599	1563	2519	1379	2905	616	1690	2841	1344
ANKRD55	1444	2861	3203	2501	516	1619	907	932	1616	957
ANKRD6	880	2932	1545	1517	1107	816	446	1063	770	1691
ANKRD60	1699	388	1746	281	795	163	287	152	149	243
ANKRD61	1083	547	498	1588	819	233	701	325	143	679
ANKRD62	1910	1707	1136	1414	1166	928	667	1755	546	486
ANKRD63	1008	792	277	1102	511	518	476	676	403	402
ANKRD65	2193	848	2532	1641	1824	1404	2108	408	2120	2182
ANKRD66	175	419	421	824	592	357	503	654	207	320
ANKRD7	2080	1560	666	1183	2099	1423	1997	1364	131	959
ANKRD9	456	277	159	221	332	212	399	395	56	654
ANKS1A	2523	1195	2864	436	1205	1493	1178	1945	1753	1858
ANKS1B	4278	758	1346	2375	2227	429	2068	1118	725	1961
ANKS3	616	1456	1259	992	3720	452	1158	2024	721	112
ANKS4B	1206	1116	1040	1750	1820	340	1225	832	1039	2482
ANKS6	1981	1179	2305	1022	1147	1965	2842	1685	1836	968
ANKUB1	1202	972	1606	394	718	1542	1307	651	478	1109
ANKZF1	773	336	687	192	326	594	651	563	436	583
ANLN	1114	757	420	285	841	1005	303	162	1254	670
ANO1	417	893	657	1142	889	1243	3716	456	1774	1014
ANO10	1341	1346	2841	767	1881	4052	1781	1535	1432	2607
ANO2	775	306	405	1278	447	700	965	467	524	565
ANO3	349	638	203	392	645	139	257	240	26	139
ANO4	3764	2839	1350	942	2154	7192	4277	254	1473	1863
ANO5	199	221	153	321	121	229	260	256	173	160
ANO6	1534	875	857	799	407	4511	3370	2141	1175	4536
ANO7	219	87	151	440	138	612	364	204	384	641
ANO8	1580	2249	967	3536	2089	1114	2292	1789	1563	1968
ANO9	263	98	324	185	120	455	134	398	45	408
ANOS1	904	1668	1538	1969	524	804	531	2519	2542	752
ANP32A	88	378	440	131	85	158	82	33	190	218
ANP32B	1565	1452	1790	1081	490	1334	1246	1229	4043	642
ANP32C	1827	2953	1863	1224	1657	2387	1335	1322	1183	1264
ANP32D	987	966	401	344	565	839	300	646	1433	963
ANP32E	2718	694	647	715	1294	1582	684	1636	1874	1239
ANPEP	1439	1941	1368	575	706	903	262	970	993	1211
ANTXR1	245	453	522	350	841	266	478	411	1607	613
ANTXR2	3319	916	1454	2128	1818	2841	1098	2053	522	671
ANTXRL	1082	654	341	278	877	355	382	549	798	489
ANXA1	577	4248	1879	1297	667	1611	694	539	1447	2048
ANXA10	938	522	256	241	1048	381	1158	212	283	298
ANXA11	701	346	693	245	1025	331	417	684	222	1021
ANXA13	618	462	743	614	137	282	1464	419	415	767
ANXA2	2428	1142	1263	1370	524	172	256	115	220	123
ANXA2R	804	340	1731	540	570	476	1240	844	1031	712
ANXA3	1032	993	1109	701	3077	2117	728	1452	302	1526
ANXA4	119	383	1546	874	495	267	518	136	275	361
ANXA5	73	70	53	50	67	309	24	133	74	121
ANXA6	2290	2617	246	1367	1723	1076	1148	1206	1974	2486
ANXA7	789	347	2801	1416	3493	390	2386	2177	2167	2754
ANXA8	113	132	173	112	237	14	49	35	28	18
ANXA8L1	726	1841	2648	2603	989	1881	1817	1219	601	2456
ANXA9	453	762	807	524	375	1004	1282	998	724	1738
AOAH	1157	755	371	2575	800	1484	2179	2611	650	2154
AOC1	531	399	1598	2093	1835	763	1793	4017	1616	2303
AOC2	1156	966	2157	2051	1829	1494	17100	5337	4469	2945
AOC3	599	838	1708	1951	885	5203	9588	10174	8167	6771
AOX1	361	165	67	1081	567	659	692	436	808	473
AP1AR	2903	937	1161	459	477	1126	838	1128	2049	2865
AP1B1	1373	517	907	1005	790	716	2050	2332	921	747
AP1G1	213	220	211	229	203	779	746	335	948	426
AP1G2	351	568	610	911	1764	782	1446	581	786	713
AP1M1	1661	1778	1407	2911	1209	1985	1080	2092	2278	921
AP1M2	1206	3032	562	848	1857	1961	1038	2165	476	1955
AP1S1	183	194	222	235	74	110	200	126	136	349
AP1S2	904	959	2107	1313	1049	405	1074	1014	1711	796
AP1S3	2651	1636	3096	962	1330	2253	940	1547	3299	5390
AP2A1	1043	1253	323	438	257	938	533	795	716	985
AP2A2	833	679	580	997	1269	582	1935	289	1762	697
AP2B1	257	2080	1190	4174	2678	994	909	716	994	2885
AP2M1	596	522	406	1730	690	1234	407	935	1618	1513
AP2S1	257	218	162	214	326	120	63	428	106	110
AP3B1	2379	309	2767	835	441	1541	1133	1745	602	371
AP3B2	1498	2066	1898	1876	418	1139	3038	1338	1535	1585
AP3D1	2173	2438	2080	2744	513	153	1608	917	1577	2023
AP3M1	1564	4803	873	291	1716	1637	2947	670	2386	1917
AP3M2	592	597	589	978	1163	448	344	459	1333	749
AP3S1	91	415	581	722	446	542	593	553	1049	584
AP3S2	1420	1274	799	523	1503	2177	385	826	1085	794
AP4B1	377	977	481	419	990	1385	1206	813	862	650
AP4E1	1551	1844	475	2073	2519	1926	2488	1586	555	1496
AP4M1	109	358	272	296	151	284	196	148	508	418
AP4S1	427	1188	167	110	707	844	1083	801	433	1560
AP5B1	1241	740	683	287	1422	265	1004	673	916	534
AP5M1	1847	3156	2683	722	1966	1300	2267	1894	1390	2039
AP5S1	391	227	300	318	707	351	729	370	556	449
AP5Z1	124	35	65	84	101	47	61	52	87	75
APAF1	965	473	351	301	159	125	313	169	535	1179
APBA1	3209	755	653	1784	1705	2389	2381	2938	257	1205
APBA2	560	661	406	503	399	795	432	470	316	243
APBA3	1010	523	581	459	79	288	450	291	742	1308
APBB1	219	496	262	141	274	197	277	376	211	41
APBB1IP	1851	2116	452	1305	2762	1449	3206	2733	1680	553
APBB2	382	269	152	140	187	191	94	142	103	80
APBB3	355	1540	356	560	522	659	1019	1211	1122	1182
APC	497	583	1532	225	960	647	151	1095	528	526
APC2	1805	2860	735	268	794	1905	742	975	1471	701
APCDD1	2152	1457	3641	557	1132	1998	812	3740	2279	1443
APCDD1L	1175	413	667	1612	1046	1486	961	943	820	675
APCS	991	2121	3078	2288	1748	3792	3305	3039	1393	4466
APEH	1564	3456	899	1920	692	3210	330	440	1150	2848
APELA	601	1379	205	338	400	947	1228	481	950	805
APEX1	2049	2167	3042	2263	849	1645	2377	1370	1954	2569
APEX2	1797	1111	1908	1844	475	1048	2156	1907	1034	733
APH1A	4192	1025	916	1678	1017	256	503	1626	2247	1488
APH1B	864	1349	975	394	860	168	874	965	1646	1613
API5	2249	529	412	812	782	919	1386	1780	687	495
APIP	854	362	972	610	902	1461	1260	337	870	358
APLF	1685	580	640	1635	1715	2767	1983	1872	655	1489
APLN	147	334	187	528	342	116	807	558	351	597
APLNR	363	880	609	79	272	390	696	208	573	398
APLP1	671	442	319	399	1453	177	83	117	174	110
APLP2	463	99	286	1121	784	111	337	69	167	280
APMAP	852	693	1171	1101	672	905	1919	364	660	333
APOA1	319	88	204	76	326	85	488	168	282	492
APOA2	1146	1366	889	637	900	634	338	1498	361	872
APOA4	1481	2250	1644	1238	3455	5340	1267	1153	1395	1671
APOA5	489	353	422	976	1228	2430	4768	2325	2142	2001
APOB	1347	3281	484	1305	1389	328	3255	1051	1863	1090
APOBEC1	304	515	109	106	642	257	282	244	491	484
APOBEC2	253	289	433	335	1026	517	204	865	641	683
APOBEC3A	2048	958	1106	1603	2317	1413	1397	1850	2500	3257
APOBEC3A_B	981	998	1524	875	1670	1152	3047	1582	2189	2115
APOBEC3B	1860	696	1747	1230	1391	228	521	508	587	568
APOBEC3C	887	3302	3322	1522	1481	940	2365	2565	2989	2376
APOBEC3D	2115	2235	518	1825	2213	1481	518	2309	385	924
APOBEC3F	454	2736	825	1519	1607	2324	1968	2105	1653	2159
APOBEC3G	1815	781	541	672	318	814	898	1033	750	1596
APOBEC3H	450	438	1038	346	525	489	161	549	579	425
APOBEC4	2538	1636	984	1964	2764	1590	1083	1060	1256	1459
APOBR	383	789	1865	1350	261	1711	1680	1846	850	1306
APOC1	244	438	225	245	200	370	126	140	246	172
APOC2	659	2959	259	3104	636	365	917	814	1035	521
APOC3	21	106	129	29	102	24	43	32	41	9
APOC4	763	1191	1137	557	888	1614	594	1291	476	1101
APOD	1193	876	214	828	613	250	649	581	1380	170
APOE	1630	580	1201	2470	414	1331	2395	1203	1151	200
APOF	393	311	932	1045	407	1083	415	595	402	55
APOH	1996	173	1587	2531	755	1212	1576	908	979	1945
